avg,avg_err,chi2,dof,rchi2
rates,0.0049952,3.9535e-05,3.8828,7,0.55469
yields,0.13377,0.001412,2.8483,7,0.40691
theta,9.4001,0.011953,7.0982,7,1.014
q2,0.028847,7.3599e-05,17.726,7,2.5322
asym,-0.36242,0.0011072,10.61,7,1.5157
