avg,avg_err,chi2,dof,rchi2
rates,0.00073588,2.0692e-06,172.32,7,24.617
yields,0.083178,0.00026083,251.93,7,35.99
theta,8.867,0.0036256,62.035,7,8.8622
q2,0.032414,2.6689e-05,120.78,7,17.254
asym,2.8871,0.0023575,114.72,7,16.389
