avg,avg_err,chi2,dof,rchi2
rates,0.00090609,2.3505e-06,9.7582,7,1.394
yields,0.12058,0.00034273,13.465,7,1.9235
theta,8.7059,0.0035114,13.088,7,1.8697
q2,0.031431,2.5399e-05,60.743,7,8.6776
asym,2.8034,0.0022557,59.551,7,8.5072
