avg,avg_err,chi2,dof,rchi2
rates,0.021785,6.3162e-05,25.101,7,3.5858
yields,2.8471,0.0089868,29.177,7,4.1682
theta,8.3209,0.0034822,5.1075,7,0.72965
q2,0.028661,2.4537e-05,38.699,7,5.5284
asym,2.5564,0.0021783,38.313,7,5.4732
