avg,avg_err,chi2,dof,rchi2
rates,0.0015623,4.0911e-06,15.714,7,2.2449
yields,0.20205,0.00058235,13.646,7,1.9494
theta,8.6702,0.0034059,12.148,7,1.7354
q2,0.031027,2.4474e-05,81.217,7,11.602
asym,2.7678,0.0021726,82.007,7,11.715
