md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.0015219,2.2114e-05,0.17824,0.0027233,7.372,0.0099286,0.022412,6.4095e-05,1.9443,0.0037375
2,0.0015392,2.2418e-05,0.18265,0.0028354,7.3578,0.0099532,0.022408,6.3992e-05,1.9479,0.0036121
3,0.0014744,2.1256e-05,0.17257,0.0026216,7.3829,0.0096828,0.022485,6.3283e-05,1.9528,0.0035931
4,0.0015278,2.2194e-05,0.18065,0.0027809,7.3854,0.0098246,0.022403,6.3529e-05,1.9506,0.0035032
5,0.0016513,2.3482e-05,0.19362,0.0029421,7.3632,0.0094805,0.022147,6.1197e-05,1.9294,0.0035319
6,0.0017027,2.4088e-05,0.20397,0.0030645,7.3668,0.0095636,0.022097,6.1565e-05,1.925,0.0035937
7,0.0016929,2.3826e-05,0.20224,0.0030392,7.3581,0.0092838,0.022066,5.996e-05,1.9238,0.0034935
8,0.0016373,2.4042e-05,0.19468,0.0031193,7.3477,0.010099,0.022139,6.452e-05,1.9326,0.0035383
