avg,avg_err,chi2,dof,rchi2
rates,0.00084469,2.2504e-06,52.357,7,7.4796
yields,0.103,0.00030308,88.572,7,12.653
theta,8.7577,0.0035081,10.77,7,1.5386
q2,0.031718,2.5543e-05,57.294,7,8.1849
asym,2.8275,0.0022639,52.378,7,7.4825
