avg,avg_err,chi2,dof,rchi2
rates,0.0015667,4.0939e-06,7.2508,7,1.0358
yields,0.20976,0.00060216,5.5383,7,0.79119
theta,8.6763,0.0034174,4.6773,7,0.66818
q2,0.031104,2.4563e-05,36.596,7,5.228
asym,2.7747,0.0021797,35.95,7,5.1357
