avg,avg_err,chi2,dof,rchi2
rates,0.034779,0.00014567,44.669,7,6.3813
yields,4.5149,0.020066,41.85,7,5.9786
theta,7.5969,0.0036603,5.3751,7,0.76787
q2,0.02382,2.4348e-05,42.136,7,6.0195
asym,2.0161,0.0020816,42.85,7,6.1214
