avg,avg_err,chi2,dof,rchi2
rates,0.0011833,3.5653e-06,72.178,7,10.311
yields,0.13882,0.00046055,116.1,7,16.585
theta,8.4334,0.0036038,20.625,7,2.9465
q2,0.029274,2.572e-05,75.777,7,10.825
asym,2.6086,0.0022788,72.482,7,10.355
