avg,avg_err,chi2,dof,rchi2
rates,0.0014333,4.7172e-06,23.5,7,3.3571
yields,0.18911,0.00066709,19.891,7,2.8416
theta,8.0688,0.0038477,4.0261,7,0.57516
q2,0.026908,2.6747e-05,34.463,7,4.9232
asym,2.3999,0.0023722,34.729,7,4.9613
