avg,avg_err,chi2,dof,rchi2
rates,0.0043371,1.2118e-05,20.08,7,2.8686
yields,0.56853,0.001734,22.27,7,3.1814
theta,8.4397,0.0035015,11.284,7,1.612
q2,0.029556,2.4946e-05,64.76,7,9.2514
asym,2.6366,0.0022146,62.615,7,8.9449
