avg,avg_err,chi2,dof,rchi2
rates,0.0013296,5.733e-06,43.399,7,6.1999
yields,0.17277,0.00079068,36.237,7,5.1767
theta,7.5553,0.0036187,2.9233,7,0.41761
q2,0.023542,2.3879e-05,28.284,7,4.0405
asym,1.9896,0.0020184,27.209,7,3.887
