avg,avg_err,chi2,dof,rchi2
rates,0.20982,0.0024843,3.2448,7,0.46354
yields,27.008,0.35222,4.0355,7,0.57651
theta,8.5026,0.015896,1.5028,7,0.21468
q2,0.029135,0.00010872,2.0098,7,0.28712
asym,0.011663,0.0012422,13.422,7,1.9175
