avg,avg_err,chi2,dof,rchi2
rates,0.0028597,7.6252e-06,11.049,7,1.5785
yields,0.38388,0.0011215,12.197,7,1.7424
theta,8.6025,0.0034743,6.5227,7,0.93181
q2,0.030599,2.4883e-05,31.804,7,4.5435
asym,2.7291,0.0022087,32.505,7,4.6436
