avg,avg_err,chi2,dof,rchi2
rates,0.001577,4.1123e-06,3.3857,7,0.48368
yields,0.20822,0.000597,6.3254,7,0.90362
theta,8.6663,0.0034026,5.3644,7,0.76634
q2,0.031019,2.4439e-05,29.111,7,4.1587
asym,2.7669,0.0021692,29.09,7,4.1558
