avg,avg_err,chi2,dof,rchi2
rates,0.0016954,8.6021e-06,43.297,7,6.1853
yields,0.21606,0.0011647,38.559,7,5.5084
theta,7.3226,0.0034463,0.72683,7,0.10383
q2,0.022032,2.2117e-05,31.51,7,4.5014
asym,1.9209,0.0012714,53.585,7,7.6551
