avg,avg_err,chi2,dof,rchi2
rates,0.0030752,8.7329e-06,13.681,7,1.9545
yields,0.41021,0.0012647,13.518,7,1.9312
theta,8.401,0.0036233,8.5181,7,1.2169
q2,0.029287,2.5772e-05,47.648,7,6.8068
asym,2.6119,0.0022868,45.598,7,6.514
