avg,avg_err,chi2,dof,rchi2
rates,0.0014447,4.7492e-06,13.113,7,1.8733
yields,0.18671,0.00065733,17.743,7,2.5348
theta,8.0655,0.003825,0.78917,7,0.11274
q2,0.02686,2.6573e-05,24.915,7,3.5593
asym,2.3968,0.0023495,25.842,7,3.6917
