avg,avg_err,chi2,dof,rchi2
rates,0.0015749,4.108e-06,12.421,7,1.7744
yields,0.20982,0.00060195,15.086,7,2.1551
theta,8.6692,0.0034062,4.389,7,0.62699
q2,0.031042,2.4473e-05,56.745,7,8.1064
asym,2.7688,0.0021731,55.684,7,7.9549
