avg,avg_err,chi2,dof,rchi2
rates,0.10734,0.0011097,12.146,7,1.7352
yields,11.737,0.13938,12.802,7,1.8289
theta,8.5223,0.014053,7.6846,7,1.0978
q2,0.028919,9.3732e-05,9.5825,7,1.3689
asym,0.011095,0.0010163,8.0618,7,1.1517
