avg,avg_err,chi2,dof,rchi2
rates,0.0055734,1.7013e-05,85.898,7,12.271
yields,0.63488,0.0021517,167.23,7,23.89
theta,8.4952,0.0035731,31.505,7,4.5006
q2,0.029781,2.5662e-05,83.68,7,11.954
asym,2.6526,0.0022689,79.962,7,11.423
