avg,avg_err,chi2,dof,rchi2
rates,0.040665,0.00021653,60.013,7,8.5733
yields,5.1493,0.029202,48.985,7,6.9979
theta,7.2959,0.0038092,2.9947,7,0.42781
q2,0.021896,2.4936e-05,38.972,7,5.5674
asym,1.8161,0.0012187,51.569,7,7.3669
