avg,avg_err,chi2,dof,rchi2
rates,0.014918,4.1751e-05,22.988,7,3.2839
yields,1.8943,0.0058001,38.573,7,5.5104
theta,8.4459,0.003471,18.224,7,2.6034
q2,0.02952,2.4718e-05,80.643,7,11.52
asym,2.6328,0.0021948,80.395,7,11.485
