avg,avg_err,chi2,dof,rchi2
rates,0.018452,5.6526e-05,106.47,7,15.21
yields,2.1175,0.0071892,184.63,7,26.375
theta,8.4503,0.0035364,38.523,7,5.5033
q2,0.029424,2.5266e-05,105.66,7,15.094
asym,2.6209,0.0022357,103.66,7,14.808
