avg,avg_err,chi2,dof,rchi2
rates,0.015051,4.1942e-05,14.493,7,2.0704
yields,1.9662,0.0059821,19.556,7,2.7937
theta,8.4485,0.0034913,6.5449,7,0.93499
q2,0.029559,2.4834e-05,28.097,7,4.0139
asym,2.6366,0.0022049,30.005,7,4.2864
