avg,avg_err,chi2,dof,rchi2
rates,0.0016988,8.7492e-06,46.159,7,6.5942
yields,0.21308,0.00117,49.283,7,7.0405
theta,7.3207,0.003516,21.342,7,3.0488
q2,0.022016,2.2489e-05,35.508,7,5.0725
asym,1.9207,0.0012766,37.483,7,5.3547
