avg,avg_err,chi2,dof,rchi2
rates,0.004879,1.5665e-05,271.48,7,38.783
yields,0.53064,0.0019099,317.6,7,45.372
theta,8.5772,0.003769,76.001,7,10.857
q2,0.030301,2.728e-05,113.6,7,16.228
asym,2.6966,0.0024031,108.54,7,15.506
