avg,avg_err,chi2,dof,rchi2
rates,0.020577,0.0001004,232.87,7,33.267
yields,2.1753,0.011947,205.93,7,29.419
theta,7.8564,0.0043857,32.236,7,4.6051
q2,0.025332,2.9979e-05,62.825,7,8.975
asym,2.1535,0.0024639,59.593,7,8.5132
