avg,avg_err,chi2,dof,rchi2
rates,0.0013335,3.8836e-06,27.849,7,3.9784
yields,0.17717,0.00055937,20.316,7,2.9023
theta,8.335,0.0036261,1.9505,7,0.27865
q2,0.028735,2.5608e-05,37.9,7,5.4144
asym,2.5627,0.0022717,38.602,7,5.5145
