avg,avg_err,chi2,dof,rchi2
rates,1.139,0.0048672,35.186,7,5.0266
yields,148.49,0.67946,25.733,7,3.6761
theta,7.5855,0.0036775,4.317,7,0.61671
q2,0.023756,2.4383e-05,36.525,7,5.2179
asym,2.0892,0.0019719,47.191,7,6.7416
