avg,avg_err,chi2,dof,rchi2
rates,0.021638,6.2885e-05,14.245,7,2.035
yields,2.8952,0.0091433,19.516,7,2.788
theta,8.3262,0.0035053,4.1853,7,0.59789
q2,0.028728,2.4725e-05,32.709,7,4.6726
asym,2.5627,0.0021943,33.166,7,4.738
