avg,avg_err,chi2,dof,rchi2
rates,0.0039239,1.1336e-05,51.887,7,7.4124
yields,0.46499,0.0014841,74.878,7,10.697
theta,8.5222,0.0035064,30.821,7,4.403
q2,0.030033,2.5212e-05,90.17,7,12.881
asym,2.6766,0.0022348,89.758,7,12.823
