avg,avg_err,chi2,dof,rchi2
rates,0.01168,6.2636e-05,47.032,7,6.7189
yields,1.4584,0.0082295,47.303,7,6.7575
theta,7.2967,0.0038356,8.8244,7,1.2606
q2,0.021883,2.5098e-05,31.07,7,4.4386
asym,1.8592,0.0012298,61.014,7,8.7162
