md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.0012574,1.9727e-05,0.14004,0.0023167,7.4371,0.011128,0.022754,7.2751e-05,1.9684,0.0041892
2,0.0012655,1.8759e-05,0.14361,0.0023112,7.4652,0.010222,0.023025,6.7247e-05,1.9876,0.0037079
3,0.0012483,1.9324e-05,0.13922,0.0022819,7.4656,0.011018,0.02299,7.193e-05,1.9877,0.0038829
4,0.0012115,1.8494e-05,0.13096,0.0022141,7.4834,0.010512,0.022948,6.9073e-05,1.9845,0.0038571
5,0.0013233,2.0068e-05,0.14768,0.0024723,7.4583,0.010438,0.022699,6.7827e-05,1.9653,0.0037943
6,0.001412,2.0873e-05,0.15963,0.0025402,7.4447,0.01006,0.022544,6.5395e-05,1.957,0.0037169
7,0.0013206,1.9643e-05,0.14804,0.002398,7.4774,0.010132,0.022761,6.6439e-05,1.971,0.0037489
8,0.0013712,2.0237e-05,0.15201,0.0024371,7.4417,0.0099862,0.022661,6.5357e-05,1.9635,0.0036607
