avg,avg_err,chi2,dof,rchi2
rates,0.040096,0.00021466,69.077,7,9.8682
yields,4.9071,0.027698,64.737,7,9.2482
theta,7.3081,0.0038349,9.7206,7,1.3887
q2,0.021951,2.5116e-05,36.246,7,5.178
asym,1.8196,0.0012241,52.337,7,7.4767
