avg,avg_err,chi2,dof,rchi2
rates,0.015016,4.1863e-05,10.265,7,1.4664
yields,2.0045,0.0060943,5.2365,7,0.74807
theta,8.4528,0.0035048,5.1708,7,0.73868
q2,0.029612,2.4958e-05,39.736,7,5.6766
asym,2.6413,0.0022149,38.686,7,5.5266
