avg,avg_err,chi2,dof,rchi2
rates,0.015059,4.2028e-05,21.782,7,3.1117
yields,1.9784,0.0060237,34.066,7,4.8666
theta,8.4387,0.0035039,7.999,7,1.1427
q2,0.0295,2.4915e-05,49.3,7,7.0429
asym,2.6317,0.0022123,49.271,7,7.0387
