avg,avg_err,chi2,dof,rchi2
rates,0.0071591,2.8502e-05,180.8,7,25.828
yields,0.79315,0.0034883,191.63,7,27.376
theta,7.9702,0.0037725,38.007,7,5.4295
q2,0.026173,2.6027e-05,83.126,7,11.875
asym,-2.3313,0.002287,79.816,7,11.402
