avg,avg_err,chi2,dof,rchi2
rates,0.12362,0.0011689,10.891,7,1.5558
yields,14.318,0.15433,9.5483,7,1.364
theta,8.506,0.01284,2.0147,7,0.28782
q2,0.028606,8.5629e-05,5.8683,7,0.83833
asym,0.010623,0.00091109,9.3346,7,1.3335
