avg,avg_err,chi2,dof,rchi2
rates,0.0091536,3.4294e-05,53,7,7.5714
yields,1.1214,0.004493,55.04,7,7.8628
theta,7.8161,0.0035771,35.407,7,5.0582
q2,0.025239,2.431e-05,77.729,7,11.104
asym,-2.2502,0.0021576,77.467,7,11.067
