avg,avg_err,chi2,dof,rchi2
rates,0.0015556,4.0778e-06,19.272,7,2.7532
yields,0.20947,0.00060395,24.466,7,3.4951
theta,8.6795,0.0034309,3.3295,7,0.47564
q2,0.031133,2.4663e-05,40.692,7,5.8131
asym,2.7765,0.0021892,42.535,7,6.0764
