avg,avg_err,chi2,dof,rchi2
rates,0.0027986,7.5336e-06,6.0197,7,0.85996
yields,0.37615,0.0011107,5.999,7,0.85699
theta,8.6112,0.0035073,7.4691,7,1.067
q2,0.030678,2.5128e-05,40.914,7,5.8449
asym,2.7355,0.002229,42.099,7,6.0142
