avg,avg_err,chi2,dof,rchi2
rates,0.040515,0.00021618,65.606,7,9.3723
yields,5.0582,0.028513,65.139,7,9.3056
theta,7.3004,0.0038164,4.2881,7,0.61258
q2,0.021913,2.5014e-05,42.609,7,6.0871
asym,1.8181,0.0012139,65.297,7,9.3281
