avg,avg_err,chi2,dof,rchi2
rates,0.0026773,8.0695e-06,37.914,7,5.4162
yields,0.34869,0.0011341,33.02,7,4.7171
theta,8.2413,0.0036933,17.496,7,2.4995
q2,0.028074,2.5956e-05,61.114,7,8.7305
asym,2.5038,0.0023049,57.542,7,8.2203
