avg,avg_err,chi2,dof,rchi2
rates,0.0056077,4.2972e-05,8.4912,7,1.213
yields,0.14985,0.0014872,4.2215,7,0.60306
theta,9.3771,0.011539,8.0475,7,1.1496
q2,0.028379,6.9926e-05,8.2825,7,1.1832
asym,-0.36056,0.001072,7.089,7,1.0127
