avg,avg_err,chi2,dof,rchi2
rates,0.0014357,4.7245e-06,35.974,7,5.1392
yields,0.18003,0.00063443,43.83,7,6.2614
theta,8.0693,0.0038129,8.8089,7,1.2584
q2,0.02686,2.6514e-05,52.837,7,7.5481
asym,2.3962,0.0023466,51.29,7,7.3272
