avg,avg_err,chi2,dof,rchi2
rates,0.034886,0.00014676,51.875,7,7.4107
yields,4.5052,0.020135,44.749,7,6.3927
theta,7.5944,0.00369,4.2372,7,0.60531
q2,0.023802,2.4507e-05,40.319,7,5.7599
asym,2.0156,0.0020856,37.292,7,5.3275
