avg,avg_err,chi2,dof,rchi2
rates,0.19924,0.0023824,11.233,7,1.6047
yields,25.473,0.33273,7.8616,7,1.1231
theta,8.543,0.015862,5.5151,7,0.78787
q2,0.029383,0.00010849,8.4306,7,1.2044
asym,0.008993,0.0011602,12.393,7,1.7704
