avg,avg_err,chi2,dof,rchi2
rates,0.0026608,8.0317e-06,21.63,7,3.09
yields,0.35334,0.001152,23.254,7,3.3221
theta,8.2503,0.0037128,4.0986,7,0.58552
q2,0.028157,2.6099e-05,34.439,7,4.9198
asym,2.5115,0.0023152,34.99,7,4.9985
