avg,avg_err,chi2,dof,rchi2
rates,0.0010767,4.7687e-06,124.81,7,17.83
yields,0.12213,0.00058745,138.14,7,19.735
theta,7.6974,0.0036541,27.767,7,3.9667
q2,0.024344,2.4525e-05,73.373,7,10.482
asym,2.0607,0.0020561,79.073,7,11.296
