avg,avg_err,chi2,dof,rchi2
rates,0.0028605,7.6252e-06,18.713,7,2.6733
yields,0.38348,0.0011203,12.974,7,1.8534
theta,8.6037,0.0034755,11.672,7,1.6674
q2,0.030596,2.4883e-05,40.31,7,5.7585
asym,2.7289,0.0022097,40.11,7,5.7301
