avg,avg_err,chi2,dof,rchi2
rates,0.0012324,4.1816e-06,98.243,7,14.035
yields,0.14227,0.00052697,145.77,7,20.824
theta,8.1958,0.0038367,23.851,7,3.4072
q2,0.027616,2.7001e-05,76.31,7,10.901
asym,2.4602,0.0023885,71.909,7,10.273
