avg,avg_err,chi2,dof,rchi2
rates,0.0026797,8.074e-06,27.585,7,3.9408
yields,0.35089,0.0011416,28.889,7,4.1271
theta,8.2433,0.0037,8.5007,7,1.2144
q2,0.028094,2.6002e-05,60.182,7,8.5975
asym,2.5067,0.0023074,60.257,7,8.6082
