avg,avg_err,chi2,dof,rchi2
rates,0.19986,0.0024301,5.9866,7,0.85523
yields,24.613,0.33194,2.3198,7,0.3314
theta,8.544,0.016243,6.1283,7,0.87547
q2,0.029455,0.00011119,6.0716,7,0.86737
asym,0.0081925,0.0010712,1.3208,7,0.18868
