avg,avg_err,chi2,dof,rchi2
rates,0.00090437,2.3466e-06,8.004,7,1.1434
yields,0.12131,0.00034508,9.878,7,1.4111
theta,8.7124,0.0035152,4.5714,7,0.65306
q2,0.031487,2.5429e-05,51.11,7,7.3015
asym,2.8087,0.0022564,50.183,7,7.169
