avg,avg_err,chi2,dof,rchi2
rates,0.1332,0.0011977,4.7483,7,0.67833
yields,15.591,0.15906,4.8557,7,0.69366
theta,8.4817,0.012014,2.488,7,0.35543
q2,0.028344,7.9644e-05,7.4626,7,1.0661
asym,0.0090704,0.00086069,9.2391,7,1.3199
