md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.00021022,3.0108e-06,0.024652,0.00037882,7.3654,0.009102,0.022211,5.6923e-05,2.189,0.0055313
2,0.00021001,3.0455e-06,0.024705,0.00037482,7.3517,0.0091955,0.022167,5.8621e-05,2.1864,0.0056114
3,0.00020186,3.0296e-06,0.023571,0.00036373,7.3702,0.0097901,0.022308,6.1592e-05,2.1998,0.0057401
4,0.00020336,3.2983e-06,0.023092,0.00037245,7.4209,0.01132,0.022162,7.1496e-05,2.1811,0.0070012
5,0.00022416,3.8036e-06,0.026402,0.00044462,7.331,0.01184,0.021884,7.1098e-05,2.1655,0.0055597
6,0.00023432,3.59e-06,0.027451,0.00043221,7.3348,0.010377,0.021805,6.3004e-05,2.1535,0.0055438
7,0.00022485,3.1717e-06,0.02676,0.00040196,7.3717,0.0089547,0.022021,5.5666e-05,2.1674,0.0054616
8,0.00022278,3.1844e-06,0.026252,0.00040101,7.3563,0.0091351,0.022049,5.7318e-05,2.1651,0.0058076
