avg,avg_err,chi2,dof,rchi2
rates,0.0095835,3.5692e-05,29.382,7,4.1974
yields,1.2501,0.0049623,30.27,7,4.3243
theta,7.78,0.0036044,4.469,7,0.63843
q2,0.025037,2.442e-05,35.195,7,5.0279
asym,-2.2332,0.0021679,35.213,7,5.0304
