md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,0.00022152,3.1597e-06,0.028178,0.00042821,7.3207,0.0091488,0.022018,5.6744e-05,2.1686,0.0055731
2,0.00021679,3.1062e-06,0.027319,0.00041383,7.3232,0.0090235,0.022095,5.7268e-05,2.1754,0.0056467
3,0.00022103,3.2439e-06,0.027817,0.00042433,7.3144,0.0093811,0.021986,5.9789e-05,2.1744,0.005504
4,0.00022328,3.1901e-06,0.028028,0.00042891,7.3283,0.0091794,0.022003,5.7133e-05,2.1668,0.005645
5,0.00023436,3.3679e-06,0.029575,0.00044914,7.3199,0.0093448,0.02175,5.7891e-05,2.1441,0.0056069
6,0.00023003,3.327e-06,0.029156,0.00044036,7.3413,0.0093057,0.02185,5.8778e-05,2.1524,0.0057738
7,0.00023568,3.3929e-06,0.030025,0.00045858,7.3236,0.0095836,0.021766,5.8632e-05,2.1441,0.0057309
8,0.00023331,3.3371e-06,0.029562,0.00044583,7.3069,0.009105,0.021811,5.7048e-05,2.1506,0.0055009
