avg,avg_err,chi2,dof,rchi2
rates,0.0024917,7.6312e-06,71.075,7,10.154
yields,0.29945,0.00099876,105.01,7,15.001
theta,8.307,0.0036678,25.701,7,3.6715
q2,0.028441,2.5937e-05,88.067,7,12.581
asym,2.5349,0.0023007,87.823,7,12.546
