avg,avg_err,chi2,dof,rchi2
rates,1.1702,0.0049463,45.956,7,6.5652
yields,151.63,0.68368,46.563,7,6.6518
theta,7.5763,0.0036272,8.8109,7,1.2587
q2,0.023681,2.4051e-05,52.444,7,7.492
asym,2.0837,0.001952,61.267,7,8.7524
