avg,avg_err,chi2,dof,rchi2
rates,0.0024249,6.8867e-06,136.86,7,19.551
yields,0.27723,0.00087745,222.72,7,31.816
theta,8.7276,0.0035294,33.305,7,4.7578
q2,0.031316,2.5647e-05,89.925,7,12.846
asym,2.7893,0.0022689,87.51,7,12.501
