avg,avg_err,chi2,dof,rchi2
rates,0.0028769,7.6483e-06,16.481,7,2.3544
yields,0.38317,0.0011173,13.377,7,1.9109
theta,8.6021,0.0034565,6.3624,7,0.90892
q2,0.030573,2.4745e-05,40.003,7,5.7147
asym,2.7272,0.0021967,40.509,7,5.787
